homeOver, homeGG, awayOver, awayGG, homeGoals, awayGoals, result
0.47,0.50,0.48,0.58,1.18,1.29,no
0.65,0.41,0.42,0.45,2.38,1.06,no
0.67,0.55,0.59,0.59,1.07,1.71,yes
0.27,0.36,0.62,0.44,1.19,1.41,yes
0.68,0.65,0.45,0.42,0.94,0.88,yes
0.38,0.47,0.38,0.47,1.83,0.76,yes
0.75,0.71,0.60,0.56,1.09,1.33,no
0.74,0.65,0.60,0.52,2.00,1.23,yes
0.75,0.71,0.42,0.46,1.09,1.38,no
0.61,0.48,0.64,0.52,1.67,1.67,no
0.60,0.56,0.68,0.52,1.46,0.75,no
0.72,0.68,0.80,0.56,1.23,2.42,no
0.58,0.58,0.54,0.54,1.09,0.62,no
0.56,0.52,0.50,0.46,1.15,0.64,no
0.54,0.54,0.48,0.36,1.73,1.33,yes
0.58,0.58,0.48,0.56,1.09,1.54,no
0.50,0.46,0.50,0.62,1.31,1.33,no
0.62,0.50,0.46,0.46,2.00,1.50,no
0.52,0.65,0.57,0.61,1.64,1.73,no
0.57,0.57,0.52,0.52,1.64,0.64,yes
0.48,0.61,0.48,0.43,1.45,1.09,no
0.48,0.52,0.48,0.61,1.91,1.75,no
0.52,0.52,0.61,0.57,1.55,1.27,no
0.52,0.57,0.48,0.48,1.82,1.27,no
0.65,0.78,0.26,0.52,2.00,0.82,yes
0.43,0.57,0.43,0.43,1.42,1.18,yes
0.51,0.54,0.55,0.55,1.47,1.62,yes
0.50,0.50,0.60,0.66,1.06,1.12,yes
0.63,0.51,0.35,0.47,1.71,0.56,yes
0.55,0.55,0.54,0.63,1.35,1.47,no
0.67,0.64,0.38,0.53,2.06,0.88,no
0.60,0.66,0.53,0.58,1.28,1.11,no
0.46,0.40,0.49,0.54,1.53,1.12,no
0.65,0.59,0.43,0.49,1.47,1.00,no
0.49,0.63,0.50,0.50,1.12,1.41,no
0.54,0.63,0.46,0.57,1.76,1.28,no
0.72,0.64,0.68,0.80,2.85,1.67,no
0.56,0.68,0.62,0.46,1.25,1.33,yes
0.68,0.60,0.83,0.71,1.42,2.33,yes
0.54,0.67,0.64,0.64,1.83,1.75,yes
0.65,0.54,0.50,0.50,2.69,0.77,yes
0.52,0.52,0.63,0.56,1.38,1.85,no
0.44,0.59,0.30,0.44,1.31,1.00,no
0.59,0.52,0.59,0.59,1.15,2.08,yes
0.44,0.44,0.59,0.37,0.92,1.08,no
0.50,0.50,0.63,0.63,1.54,1.38,yes
0.48,0.41,0.65,0.54,1.00,2.00,no
0.52,0.63,0.41,0.48,1.38,1.08,no
0.67,0.67,0.44,0.70,1.92,1.31,yes
0.41,0.52,0.21,0.38,1.36,0.53,no
0.31,0.41,0.41,0.48,1.71,0.93,yes
0.31,0.59,0.24,0.34,1.33,0.57,no
0.41,0.48,0.48,0.55,1.57,1.67,yes
0.29,0.39,0.32,0.64,0.71,1.14,no
0.31,0.48,0.45,0.48,1.21,1.36,yes
0.55,0.66,0.38,0.41,1.13,1.14,no
0.24,0.48,0.31,0.48,1.29,1.21,no
0.45,0.55,0.38,0.52,1.29,0.71,no
0.31,0.45,0.38,0.55,1.14,1.21,yes
0.48,0.76,0.45,0.45,1.21,1.29,no
0.55,0.55,0.67,0.71,1.55,0.91,yes
0.43,0.52,0.43,0.35,1.75,1.08,yes
0.52,0.68,0.55,0.55,0.83,1.64,no
0.43,0.52,0.52,0.40,1.75,1.42,no
0.42,0.42,0.67,0.71,1.31,0.91,no
0.59,0.41,0.42,0.42,1.38,0.69,yes
0.50,0.42,0.42,0.50,1.15,1.31,yes
0.69,0.46,0.42,0.46,3.08,0.54,no
0.62,0.69,0.35,0.46,1.31,0.62,no
0.50,0.50,0.38,0.35,1.62,0.58,no
0.69,0.62,0.15,0.35,2.15,1.00,no
0.46,0.46,0.42,0.38,1.77,0.77,no
0.58,0.42,0.38,0.50,0.92,0.85,no
0.38,0.42,0.46,0.42,0.85,0.83,no
0.46,0.58,0.62,0.77,1.42,1.00,no
0.50,0.46,0.54,0.54,1.17,1.08,no
0.52,0.65,0.43,0.43,1.57,0.50,yes
0.45,0.55,0.62,0.56,1.33,1.75,no
0.59,0.44,0.47,0.62,1.87,0.88,no
0.39,0.45,0.47,0.47,1.87,0.93,yes
0.26,0.35,0.48,0.48,1.13,0.71,yes
0.41,0.47,0.58,0.65,1.88,1.57,no
0.39,0.45,0.66,0.56,1.87,1.18,no
0.52,0.65,0.39,0.42,1.57,1.22,yes
0.43,0.43,0.47,0.62,1.06,0.88,no
0.47,0.44,0.26,0.35,1.31,0.56,no
0.50,0.53,0.67,0.39,1.07,1.53,no
0.47,0.56,0.36,0.39,1.50,0.67,yes
0.36,0.45,0.61,0.70,1.62,1.19,yes
0.59,0.44,0.67,0.64,1.87,1.18,yes
0.62,0.56,0.47,0.47,1.81,0.93,no
0.45,0.55,0.41,0.47,1.33,0.87,no
0.36,0.52,0.41,0.44,2.06,1.19,yes
0.42,0.52,0.25,0.44,1.12,0.71,yes
0.49,0.60,0.62,0.47,1.59,1.29,yes
0.46,0.40,0.50,0.56,1.29,1.18,yes
0.54,0.57,0.36,0.52,1.65,0.88,no
0.44,0.47,0.57,0.69,1.81,1.18,no
0.42,0.52,0.41,0.44,1.12,1.19,no
0.34,0.54,0.49,0.57,1.12,1.59,no
0.51,0.57,0.62,0.68,1.12,1.69,no
0.51,0.60,0.25,0.44,1.35,0.71,no
0.49,0.60,0.53,0.50,1.53,1.12,yes
0.53,0.62,0.41,0.53,1.50,1.47,no
0.53,0.65,0.59,0.53,1.06,1.41,yes
0.76,0.62,0.44,0.44,1.50,1.47,yes
0.62,0.62,0.47,0.56,1.88,1.06,yes
0.47,0.68,0.44,0.53,2.12,0.94,no
0.50,0.59,0.59,0.50,1.29,1.19,no
0.50,0.53,0.50,0.59,1.71,1.25,no
0.65,0.56,0.56,0.62,1.59,0.94,no
0.35,0.47,0.29,0.41,0.94,1.47,no
0.38,0.59,0.47,0.62,1.50,1.12,no
0.47,0.53,0.62,0.62,0.88,1.19,no
0.41,0.50,0.50,0.53,1.31,0.94,no
0.65,0.56,0.29,0.41,1.59,1.47,no
0.50,0.59,0.50,0.59,1.29,1.25,yes
0.53,0.62,0.44,0.44,1.50,1.47,yes
0.50,0.53,0.44,0.53,1.71,0.94,no
0.53,0.65,0.62,0.62,1.06,1.19,no
0.76,0.62,0.59,0.50,1.50,1.19,no
0.38,0.59,0.59,0.53,1.50,1.41,no
0.62,0.62,0.47,0.62,1.88,1.12,yes
0.41,0.50,0.56,0.62,1.31,0.94,no
0.47,0.53,0.47,0.56,0.88,1.06,yes
0.47,0.68,0.50,0.53,2.12,0.94,no
0.56,0.52,0.70,0.56,1.31,1.38,no
0.56,0.52,0.48,0.56,0.92,1.00,no
0.44,0.52,0.59,0.67,0.92,1.15,yes
0.52,0.37,0.63,0.59,2.08,1.08,yes
0.56,0.70,0.56,0.56,1.92,0.62,yes
0.59,0.59,0.48,0.37,1.54,1.77,yes
0.48,0.48,0.63,0.67,1.85,1.77,no
0.63,0.56,0.56,0.59,1.15,1.62,no
0.73,0.64,0.50,0.50,2.36,1.00,yes
0.61,0.57,0.74,0.52,0.91,1.36,yes
0.65,0.65,0.64,0.64,2.00,1.45,yes
0.87,0.57,0.57,0.57,3.64,1.50,no
0.65,0.61,0.87,0.65,1.58,2.64,no
0.83,0.61,0.65,0.70,1.09,1.18,no
0.68,0.55,0.57,0.52,1.55,1.36,no
0.50,0.50,0.43,0.57,1.45,1.45,yes
0.78,0.65,0.61,0.52,2.55,1.73,no
0.50,0.46,0.42,0.62,1.25,0.73,no
0.32,0.48,0.64,0.64,1.00,1.33,yes
0.32,0.36,0.48,0.52,2.08,1.25,yes
0.48,0.52,0.29,0.46,1.38,0.67,no
0.42,0.62,0.52,0.52,1.54,1.17,no
0.44,0.52,0.60,0.56,1.38,0.85,yes
0.44,0.64,0.50,0.46,1.38,1.00,no
0.28,0.52,0.40,0.56,0.75,1.38,no
0.28,0.56,0.40,0.40,1.50,0.38,no
0.28,0.32,0.40,0.60,1.75,1.08,no
0.64,0.64,0.58,0.58,1.62,1.23,yes
0.50,0.50,0.33,0.42,1.17,0.75,yes
0.58,0.46,0.42,0.46,0.92,0.75,no
0.62,0.58,0.62,0.58,1.17,0.58,no
0.71,0.54,0.67,0.54,2.09,1.50,yes
0.62,0.58,0.58,0.79,1.75,1.91,yes
0.71,0.50,0.70,0.65,0.92,1.58,yes
0.71,0.62,0.70,0.70,2.82,1.82,no
0.67,0.58,0.50,0.46,2.08,0.42,yes
0.70,0.52,0.61,0.26,3.25,1.82,no
0.40,0.40,0.32,0.44,1.33,0.92,yes
0.32,0.44,0.35,0.46,1.23,1.00,yes
0.42,0.58,0.31,0.54,0.92,1.08,no
0.35,0.42,0.42,0.54,0.75,1.31,no
0.50,0.46,0.42,0.50,1.08,1.50,yes
0.31,0.58,0.35,0.46,1.15,0.92,yes
0.46,0.42,0.40,0.40,0.62,0.92,no
0.27,0.35,0.46,0.58,1.23,0.62,no
0.15,0.27,0.38,0.42,1.08,1.62,no
0.58,0.46,0.38,0.23,1.62,1.00,yes
0.71,0.62,0.28,0.44,2.17,0.69,no
0.50,0.42,0.60,0.60,1.27,1.00,no
0.48,0.64,0.64,0.76,1.62,0.83,yes
0.40,0.44,0.44,0.52,0.92,0.83,no
0.44,0.36,0.36,0.52,1.33,1.00,no
0.36,0.52,0.44,0.56,1.33,1.00,yes
0.24,0.44,0.76,0.76,1.17,1.38,no
0.52,0.56,0.24,0.40,0.92,0.83,no
0.48,0.40,0.40,0.36,1.23,1.25,no
0.48,0.44,0.72,0.60,2.08,1.50,no
0.52,0.39,0.50,0.62,2.45,1.45,no
0.50,0.62,0.58,0.62,1.77,0.92,yes
0.52,0.39,0.65,0.52,2.45,1.55,no
0.58,0.54,0.48,0.48,1.25,1.45,no
0.50,0.58,0.57,0.57,2.27,0.67,no
0.74,0.52,0.70,0.61,1.00,0.82,no
0.48,0.43,0.48,0.48,1.73,1.64,yes
0.68,0.68,0.61,0.57,2.27,0.55,yes
0.57,0.78,0.57,0.43,1.17,1.09,yes
0.35,0.43,0.65,0.61,1.55,0.82,no
0.68,0.64,0.61,0.57,2.20,0.91,yes
0.64,0.27,0.74,0.57,2.36,0.67,no
0.65,0.52,0.70,0.61,2.00,1.58,yes
0.43,0.48,0.73,0.55,2.27,2.50,no
0.65,0.62,0.62,0.62,1.85,1.46,no
0.65,0.69,0.58,0.73,1.77,1.54,no
0.62,0.69,0.65,0.58,1.62,0.69,no
0.58,0.54,0.54,0.35,1.31,0.77,no
0.69,0.58,0.54,0.54,1.54,0.69,no
0.50,0.38,0.50,0.50,2.23,1.46,no
0.46,0.54,0.42,0.50,1.23,0.92,yes
0.54,0.58,0.54,0.50,2.46,1.15,yes
0.33,0.42,0.38,0.42,0.55,1.33,yes
0.40,0.44,0.52,0.48,1.17,1.00,no
0.36,0.20,0.28,0.56,0.62,0.75,yes
0.36,0.48,0.40,0.32,1.58,0.85,no
0.32,0.56,0.33,0.42,1.00,0.77,no
0.44,0.48,0.28,0.32,1.46,0.83,no
0.40,0.52,0.44,0.40,1.33,0.92,yes
0.36,0.48,0.16,0.28,1.17,0.58,no
0.48,0.60,0.60,0.48,1.67,1.83,no
0.38,0.42,0.40,0.56,1.42,1.17,yes
0.64,0.52,0.48,0.55,1.75,1.19,no
0.56,0.56,0.56,0.65,1.38,1.53,no
0.69,0.66,0.47,0.59,2.18,1.24,no
0.68,0.68,0.59,0.68,1.41,1.19,no
0.44,0.50,0.58,0.65,0.69,1.31,no
0.36,0.48,0.47,0.41,1.47,1.06,no
0.48,0.55,0.62,0.66,1.41,1.31,yes
0.47,0.50,0.42,0.67,1.65,1.19,no
0.56,0.65,0.48,0.52,1.53,1.40,no
0.48,0.48,0.50,0.53,1.06,0.71,yes
0.67,0.61,0.42,0.48,1.50,1.19,no
0.50,0.62,0.54,0.57,1.12,1.12,no
0.36,0.52,0.64,0.52,1.56,1.94,yes
0.62,0.75,0.46,0.38,1.83,0.64,yes
0.38,0.54,0.42,0.46,0.75,0.55,no
0.71,0.62,0.48,0.43,3.25,0.67,no
0.70,0.65,0.46,0.67,2.09,1.27,no
0.62,0.62,0.50,0.46,1.55,1.75,no
0.42,0.58,0.42,0.38,1.58,1.08,no
0.42,0.50,0.21,0.42,1.25,0.75,yes
0.25,0.42,0.50,0.54,1.00,0.83,yes
0.38,0.38,0.33,0.54,1.75,1.25,no
0.21,0.38,0.75,0.75,1.25,1.42,yes
0.60,0.47,0.61,0.74,1.64,1.27,no
0.68,0.65,0.39,0.48,0.93,0.80,no
0.45,0.61,0.61,0.55,1.93,1.73,yes
0.61,0.74,0.53,0.67,1.12,1.06,no
0.60,0.67,0.40,0.47,1.50,1.13,no
0.41,0.44,0.60,0.47,1.64,1.44,no
0.36,0.42,0.39,0.48,1.67,0.80,no
0.48,0.48,0.45,0.45,1.19,0.54,no
0.65,0.55,0.43,0.53,1.07,1.53,yes
0.27,0.37,0.48,0.58,1.14,1.38,no
0.68,0.65,0.48,0.52,0.93,1.62,yes
0.39,0.48,0.45,0.45,1.81,0.93,no
0.34,0.38,0.47,0.47,1.82,0.69,yes
0.36,0.55,0.66,0.47,1.12,1.31,no
0.48,0.55,0.50,0.56,0.81,0.76,yes
0.38,0.53,0.56,0.56,2.13,1.12,no
0.59,0.71,0.38,0.41,1.47,0.76,no
0.64,0.70,0.36,0.55,1.94,0.76,no
0.53,0.62,0.50,0.59,1.29,0.82,yes
0.23,0.42,0.47,0.59,1.00,0.82,yes
0.42,0.45,0.45,0.48,1.65,1.24,no
0.66,0.47,0.47,0.41,2.00,0.94,no
0.47,0.56,0.53,0.56,1.00,1.12,yes
0.55,0.52,0.41,0.47,1.35,1.47,no
0.58,0.52,0.41,0.50,1.81,1.25,yes
0.53,0.53,0.47,0.59,0.94,1.18,yes
0.50,0.38,0.41,0.32,2.50,1.09,yes
0.65,0.70,0.50,0.67,1.83,1.42,yes
0.43,0.43,0.39,0.52,1.42,1.17,no
0.67,0.81,0.67,0.62,2.18,1.30,no
0.45,0.45,0.50,0.55,1.45,0.82,no
0.50,0.45,0.55,0.50,0.91,1.45,no
0.50,0.50,0.67,0.81,1.18,1.00,yes
0.50,0.64,0.45,0.59,2.40,0.90,no
0.68,0.77,0.50,0.45,1.40,1.10,no
0.67,0.62,0.59,0.59,2.18,1.45,no
0.55,0.59,0.59,0.59,1.90,1.45,no
0.55,0.59,0.45,0.59,1.18,1.00,yes
0.27,0.55,0.55,0.68,1.36,1.09,no
0.60,0.76,0.48,0.48,1.85,0.92,yes
0.36,0.48,0.52,0.48,1.33,1.77,no
0.40,0.48,0.36,0.40,1.50,1.17,yes
0.40,0.36,0.48,0.48,1.31,0.75,no
0.44,0.44,0.72,0.60,1.42,1.08,no
0.44,0.44,0.56,0.44,1.54,0.77,no
0.44,0.40,0.64,0.72,1.83,1.00,no
0.56,0.52,0.16,0.32,1.08,1.00,no
0.36,0.48,0.48,0.40,1.50,0.83,yes
0.68,0.44,0.44,0.56,3.00,1.31,yes
0.49,0.53,0.52,0.59,0.99,1.50,yes
0.48,0.51,0.55,0.58,1.53,1.23,no
0.45,0.52,0.43,0.56,1.48,1.00,no
0.54,0.57,0.60,0.55,1.57,1.03,yes
0.56,0.56,0.44,0.49,1.91,1.08,no
0.57,0.56,0.43,0.46,1.33,1.14,yes
0.43,0.46,0.55,0.53,1.51,1.61,no
0.49,0.53,0.56,0.58,1.52,1.51,yes
0.60,0.60,0.40,0.52,1.33,1.00,no
0.80,0.60,0.52,0.52,2.33,0.83,no
0.60,0.60,0.65,0.65,1.33,1.38,yes
0.58,0.38,0.58,0.54,1.23,0.85,no
0.31,0.46,0.46,0.46,0.77,0.92,no
0.23,0.42,0.46,0.58,1.15,1.08,no
0.65,0.65,0.73,0.69,1.08,1.23,no
0.65,0.58,0.80,0.60,2.00,2.54,no
0.40,0.52,0.46,0.42,1.85,0.85,no
0.42,0.73,0.50,0.54,1.38,0.46,no
0.54,0.65,0.50,0.62,1.69,1.23,yes
0.52,0.44,0.70,0.52,1.46,0.64,yes
0.63,0.63,0.62,0.42,1.07,1.31,no
0.67,0.63,0.56,0.48,1.85,1.50,no
0.46,0.46,0.62,0.42,1.14,2.15,yes
0.70,0.44,0.56,0.44,3.00,0.77,yes
0.56,0.63,0.44,0.44,1.14,1.38,no
0.25,0.36,0.43,0.50,1.36,1.14,no
0.39,0.54,0.43,0.50,1.07,0.93,no
0.50,0.57,0.32,0.46,1.62,0.93,no
0.39,0.43,0.32,0.61,1.43,1.15,no
0.46,0.46,0.25,0.50,1.14,1.29,no
0.26,0.37,0.29,0.46,0.62,1.23,yes
0.39,0.54,0.50,0.79,1.14,1.21,no
0.44,0.44,0.43,0.54,1.43,0.64,yes
0.39,0.46,0.56,0.63,0.79,1.54,yes
0.21,0.39,0.32,0.50,1.23,0.71,no
0.33,0.67,0.32,0.43,1.31,0.79,no
0.48,0.55,0.52,0.52,1.41,1.12,no
0.42,0.42,0.48,0.58,1.69,1.62,yes
0.58,0.64,0.36,0.48,1.47,1.12,no
0.45,0.61,0.45,0.52,1.44,1.59,yes
0.58,0.55,0.45,0.70,1.50,1.47,no
0.61,0.61,0.76,0.61,1.29,0.88,yes
0.30,0.42,0.42,0.52,1.44,1.18,no
0.42,0.55,0.64,0.64,1.25,1.12,no
0.42,0.52,0.64,0.55,1.88,1.25,yes
0.61,0.52,0.55,0.64,1.29,1.41,no
0.48,0.58,0.52,0.64,1.24,1.25,yes
0.52,0.55,0.39,0.61,1.06,0.94,no
0.67,0.50,0.73,0.64,1.75,1.09,yes
0.83,0.58,0.62,0.58,2.67,1.45,no
0.67,0.54,0.78,0.74,2.08,1.42,no
0.86,0.64,0.64,0.68,2.82,1.10,yes
0.59,0.59,0.64,0.59,1.30,1.00,no
0.73,0.55,0.67,0.57,1.09,1.10,no
0.67,0.62,0.68,0.59,2.60,1.40,no
0.77,0.64,0.91,0.59,0.80,2.09,no
0.55,0.55,0.77,0.68,1.55,2.27,no
0.64,0.55,0.68,0.68,1.73,1.09,no
0.41,0.59,0.82,0.64,1.09,1.73,no
0.43,0.48,0.65,0.48,1.00,1.45,no
0.58,0.50,0.54,0.67,1.00,1.83,yes
0.71,0.79,0.42,0.38,1.42,0.83,no
0.50,0.54,0.71,0.67,0.91,1.42,yes
0.54,0.62,0.43,0.48,1.00,1.17,no
0.71,0.62,0.71,0.62,1.09,1.64,yes
0.62,0.67,0.67,0.62,1.83,1.25,no
0.30,0.61,0.43,0.65,1.45,1.17,no
0.42,0.58,0.29,0.33,0.82,0.58,no
0.46,0.54,0.42,0.54,1.25,1.00,no
0.62,0.54,0.50,0.50,1.09,1.27,no
0.29,0.50,0.29,0.38,1.09,1.27,no
0.42,0.62,0.25,0.50,1.42,1.08,yes
0.54,0.54,0.30,0.61,1.50,1.00,no
0.43,0.65,0.42,0.42,1.73,0.42,no
0.62,0.62,0.62,0.62,1.75,1.27,yes
0.50,0.46,0.71,0.58,1.83,1.42,yes
0.67,0.71,0.50,0.38,1.92,1.92,no
0.50,0.50,0.62,0.62,0.92,0.82,yes
0.62,0.71,0.62,0.58,2.09,1.50,no
0.40,0.48,0.52,0.56,0.83,1.50,yes
0.50,0.38,0.50,0.50,2.25,0.67,yes
0.56,0.56,0.62,0.62,1.42,0.82,no
0.56,0.52,0.68,0.60,1.42,0.67,no
0.71,0.58,0.48,0.56,1.50,1.08,no
0.62,0.71,0.50,0.46,2.09,1.50,no
0.62,0.58,0.67,0.71,1.58,1.67,yes
0.52,0.32,0.60,0.68,2.17,1.08,yes
0.65,0.75,0.45,0.60,1.33,0.89,yes
0.48,0.43,0.52,0.57,1.55,1.70,yes
0.45,0.60,0.52,0.52,1.55,0.70,no
0.52,0.48,0.52,0.57,1.50,2.09,yes
0.62,0.57,0.52,0.62,1.10,1.82,no
0.62,0.62,0.52,0.48,1.70,1.40,no
0.48,0.62,0.29,0.57,1.50,0.90,no
0.48,0.52,0.65,0.75,2.00,1.73,yes
0.57,0.67,0.48,0.43,1.70,1.20,no
0.39,0.43,0.30,0.57,1.55,1.17,no
0.33,0.46,0.38,0.21,1.33,1.09,no
0.42,0.58,0.42,0.42,1.00,0.92,no
0.30,0.57,0.33,0.46,0.82,1.00,yes
0.54,0.50,0.50,0.62,1.17,0.67,no
0.42,0.42,0.38,0.46,0.67,1.50,no
0.42,0.33,0.42,0.54,0.73,1.42,no
0.12,0.25,0.25,0.29,0.92,0.73,yes
0.62,0.50,0.38,0.50,1.75,0.92,no
0.29,0.58,0.46,0.50,1.25,1.55,no
0.45,0.68,0.64,0.59,1.80,1.00,no
0.45,0.45,0.23,0.45,1.36,0.55,yes
0.61,0.61,0.43,0.52,1.67,1.18,yes
0.26,0.35,0.52,0.52,2.08,1.18,yes
0.39,0.52,0.61,0.61,1.25,1.27,yes
0.39,0.43,0.39,0.61,1.36,1.25,no
0.22,0.48,0.26,0.48,0.64,1.33,yes
0.45,0.45,0.57,0.57,1.36,1.25,yes
0.23,0.45,0.64,0.59,1.00,1.00,no
0.30,0.35,0.52,0.48,1.82,1.09,no
0.39,0.61,0.39,0.61,1.50,1.27,yes
0.44,0.56,0.38,0.41,1.50,0.75,yes
0.52,0.58,0.37,0.53,0.87,0.88,no
0.50,0.56,0.37,0.47,1.62,1.13,yes
0.61,0.68,0.59,0.72,1.94,1.19,yes
0.42,0.45,0.50,0.56,1.60,0.81,yes
0.41,0.44,0.44,0.59,0.88,1.06,yes
0.50,0.59,0.56,0.56,1.25,1.12,yes
0.50,0.56,0.35,0.55,1.06,0.81,no
0.24,0.45,0.53,0.53,1.06,1.19,no
0.42,0.45,0.59,0.53,1.75,1.69,no
0.47,0.56,0.63,0.43,0.94,1.20,yes
0.56,0.53,0.47,0.41,1.44,0.88,no
0.47,0.41,0.44,0.56,1.25,0.81,yes
0.37,0.53,0.50,0.59,2.14,1.25,yes
0.59,0.72,0.52,0.58,1.56,1.25,no
0.37,0.47,0.50,0.56,1.07,0.75,yes
0.35,0.55,0.42,0.45,1.07,1.12,yes
0.56,0.56,0.24,0.45,1.56,0.77,no
0.50,0.56,0.41,0.44,1.38,1.50,no
0.63,0.43,0.61,0.68,2.00,1.73,yes
0.44,0.59,0.50,0.56,1.44,1.19,no
0.38,0.41,0.47,0.56,0.62,1.62,no
0.53,0.53,0.42,0.45,0.81,1.13,yes
0.83,0.57,0.65,0.52,2.73,1.73,yes
0.59,0.45,0.39,0.43,1.73,1.17,yes
0.65,0.61,0.62,0.54,1.42,1.33,no
0.75,0.71,0.76,0.67,1.25,1.20,no
0.52,0.48,0.67,0.62,1.70,1.00,no
0.67,0.57,0.52,0.43,2.00,1.00,yes
0.68,0.64,0.45,0.50,1.18,0.82,no
0.67,0.62,0.67,0.29,1.73,2.00,no
0.52,0.43,0.68,0.64,1.00,1.45,no
0.64,0.59,0.52,0.48,1.91,0.45,no
0.64,0.50,0.55,0.77,1.80,1.90,yes
0.71,0.57,0.73,0.55,3.27,1.09,no
0.67,0.57,0.32,0.41,2.00,0.64,yes
0.50,0.45,0.71,0.62,1.18,1.64,no
0.73,0.55,0.67,0.67,2.00,1.60,yes
0.44,0.76,0.68,0.60,1.50,2.00,no
0.64,0.64,0.56,0.36,1.08,1.00,yes
0.52,0.56,0.68,0.56,1.50,2.08,no
0.72,0.68,0.64,0.64,1.33,1.25,yes
0.52,0.68,0.44,0.48,1.50,1.00,no
0.62,0.76,0.40,0.43,1.20,1.29,no
0.50,0.64,0.34,0.45,1.54,0.64,yes
0.45,0.48,0.61,0.46,1.00,1.40,yes
0.46,0.57,0.43,0.50,1.36,1.21,no
0.45,0.55,0.44,0.44,1.47,0.50,yes
0.35,0.39,0.50,0.47,1.71,0.93,no
0.65,0.39,0.69,0.69,2.27,1.25,no
0.29,0.39,0.45,0.62,1.23,0.80,no
0.38,0.52,0.63,0.57,1.73,1.25,no
0.48,0.48,0.45,0.45,1.19,1.00,no
0.37,0.40,0.61,0.68,1.94,1.62,no
0.45,0.62,0.35,0.39,1.79,0.76,yes
0.44,0.44,0.37,0.40,1.13,0.57,no
0.45,0.45,0.50,0.64,1.27,1.07,yes
0.61,0.68,0.65,0.39,1.47,1.56,yes
0.34,0.45,0.45,0.55,1.60,1.42,yes
0.40,0.43,0.45,0.48,1.46,1.67,yes
0.61,0.46,0.38,0.52,1.77,0.86,no
0.43,0.50,0.29,0.39,1.86,0.60,no
0.60,0.53,0.62,0.76,1.80,1.21,yes
0.69,0.69,0.46,0.57,1.00,1.50,no
0.41,0.52,0.37,0.41,1.23,1.08,yes
0.30,0.41,0.48,0.56,1.62,1.64,yes
0.30,0.44,0.44,0.48,1.14,0.92,no
0.48,0.78,0.37,0.52,1.23,1.15,yes
0.22,0.48,0.42,0.42,1.31,1.33,yes
0.33,0.48,0.41,0.56,1.23,0.69,no
0.58,0.62,0.27,0.35,1.15,0.85,no
0.44,0.52,0.22,0.41,1.69,0.50,no
0.33,0.63,0.41,0.48,1.43,1.00,no
0.33,0.52,0.26,0.37,1.31,0.46,no
0.48,0.48,0.35,0.69,1.23,1.23,no
0.50,0.50,0.59,0.59,1.31,0.73,no
0.52,0.65,0.61,0.57,1.83,1.27,no
0.52,0.43,0.61,0.61,1.33,0.92,no
0.64,0.50,0.57,0.57,2.00,1.50,yes
0.75,0.62,0.50,0.50,2.25,0.82,no
0.62,0.71,0.67,0.42,1.08,2.25,yes
0.42,0.54,0.42,0.42,1.36,0.42,yes
0.38,0.42,0.38,0.50,0.92,0.67,no
0.50,0.42,0.42,0.38,1.17,0.64,no
0.58,0.46,0.62,0.79,1.00,0.91,no
0.54,0.46,0.46,0.38,1.18,0.75,no
0.46,0.46,0.54,0.50,1.50,1.00,yes
0.17,0.33,0.38,0.50,0.83,0.92,no
0.42,0.42,0.38,0.46,1.58,1.25,yes
0.43,0.65,0.17,0.35,1.58,0.73,yes
0.48,0.39,0.43,0.52,1.25,0.91,no
0.70,0.61,0.35,0.35,3.36,1.27,yes
0.74,0.74,0.61,0.61,2.09,1.00,yes
0.39,0.35,0.22,0.39,1.27,0.67,yes
0.30,0.52,0.48,0.52,1.27,0.73,yes
0.43,0.48,0.65,0.78,1.00,0.91,no
0.22,0.43,0.43,0.61,1.27,1.00,no
0.48,0.43,0.35,0.52,2.09,0.91,yes
0.65,0.61,0.48,0.52,1.36,0.58,yes
0.70,0.83,0.70,0.65,1.55,1.00,no
0.83,0.70,0.61,0.65,2.64,1.82,yes
0.43,0.39,0.39,0.52,0.91,1.00,no
0.74,0.70,0.61,0.52,2.45,0.82,no
0.52,0.52,0.52,0.61,1.08,1.27,yes
0.78,0.70,0.43,0.48,2.27,1.27,no
0.57,0.70,0.57,0.70,2.00,1.91,no
0.70,0.61,0.61,0.65,2.92,2.27,yes
0.41,0.66,0.61,0.65,1.25,1.27,yes
0.45,0.52,0.55,0.67,1.56,1.62,no
0.48,0.42,0.60,0.67,1.56,1.40,no
0.61,0.70,0.45,0.52,1.29,1.06,no
0.50,0.50,0.52,0.61,1.65,1.47,no
0.56,0.59,0.71,0.68,1.53,1.12,no
0.58,0.68,0.48,0.61,1.56,1.12,no
0.48,0.61,0.61,0.55,1.19,1.33,no
0.45,0.39,0.32,0.42,1.73,1.50,no
0.42,0.55,0.65,0.65,1.33,1.20,no
0.48,0.58,0.65,0.65,1.31,1.20,no
0.48,0.52,0.35,0.48,1.00,1.07,yes
0.58,0.55,0.48,0.52,1.40,1.00,yes
0.52,0.65,0.52,0.65,1.12,1.31,no
0.81,0.65,0.45,0.55,1.53,1.69,no
0.42,0.61,0.52,0.52,1.53,1.13,no
0.39,0.52,0.42,0.68,1.33,1.44,yes
0.61,0.52,0.45,0.55,1.38,0.87,no
